unit,quantity,rate,gi_amount,from_party_id,to_party_id,consignment_id,party_payment,paid_amount
10KG,45,110,4950,572,392,274,,
10KG,112,110,12320,20,20,274,3/8/2025,12320
10KG,56,110,6160,420,393,274,3/24/2025,6160
10KG,22,110,2420,33,33,274,,
10KG,2,220,220,275,275,274,2/28/2025,220
20KG,54,220,11880,47,47,274,2/28/2025,11880
20KG,535,220,117700,130,130,275,,
20KG,419,110,92180,22,22,275,,
10KG,148,110,16280,526,130,275,2/19/2025,16280
10KG,103,110,11330,197,197,275,3/10/2025,11330
10KG,103,110,11330,55,55,275,,
10KG,116,110,12760,39,252,275,3/13/2025,12760
10KG,34,220,3740,1,76,275,2/18/2025,3740
20KG,715,220,157300,10,10,276,,
20KG,193,220,42460,262,262,276,,
20KG,59,220,12980,9,9,276,3/19/2025,12980
20KG,169,220,37180,33,33,276,,
20KG,433,220,95260,15,15,277,,
20KG,401,220,88220,15,391,277,,
20KG,327,220,71940,29,29,277,,
20KG,187,220,41140,5,5,278,2/20/2025,41140
20KG,270,220,59400,6,5,278,2/21/2025,59400
20KG,186,220,40920,35,35,278,3/7/2025,40920
20KG,223,220,49060,36,36,278,,
20KG,125,220,27500,2,2,278,,
20KG,128,220,28160,16,16,278,2/25/2025,28160
20KG,292,220,64240,35,35,279,3/7/2025,64240
20KG,83,220,18260,5,5,279,2/20/2025,18260
20KG,293,220,64460,6,6,279,2/17/2025,64460
20KG,257,220,56540,37,37,279,,
20KG,49,220,10780,96,96,279,,
20KG,172,110,37840,56,56,279,2/20/2025,37840
10KG,250,110,27500,24,24,280,3/8/2025,27500
10KG,136,110,14960,120,394,280,3/8/2025,14960
10KG,89,110,9790,62,232,280,3/19/2025,9790
10KG,100,110,11000,39,69,280,,
10KG,40,110,4400,258,258,280,3/8/2025,4400
10KG,162,110,17820,26,26,280,3/8/2025,17820
10KG,52,110,5720,82,82,280,3/8/2025,5720
10KG,106,110,11660,83,83,280,3/8/2025,11660
10KG,123,110,13530,208,208,280,3/8/2025,13530
10KG,60,110,6600,561,350,280,3/8/2025,6600
10KG,1,110,110,35,35,280,3/8/2025,110
10KG,733,220,80630,51,178,280,3/8/2025,80630
20KG,225,110,49500,20,242,280,,
10KG,71,110,7810,11,11,281,,
10KG,52,110,5720,11,11,281,,
10KG,71,110,7810,473,238,281,3/1/2025,7810
10KG,70,110,7700,533,78,281,3/8/2025,7700
10KG,45,110,4950,11,10,281,,
10KG,70,110,7700,6,242,281,3/8/2025,7700
10KG,121,110,13310,6,6,281,3/8/2025,13310
10KG,193,110,21230,33,33,281,,
10KG,371,110,40810,56,56,281,3/8/2025,40810
10KG,103,110,11330,55,55,281,3/8/2025,11330
10KG,104,110,11440,197,197,281,3/12/2025,11440
10KG,333,110,36630,51,178,281,3/13/2025,36630
10KG,204,110,22440,262,248,281,2/24/2025,22440
10KG,119,110,13090,395,395,281,3/8/2025,13090
10KG,140,110,15400,281,281,281,4/16/2025,15400
10KG,78,110,8580,124,396,281,3/8/2025,8580
10KG,234,110,25740,236,236,281,3/18/2025,25740
10KG,5,220,550,377,377,281,3/8/2025,550
20KG,655,220,144100,29,29,282,,
20KG,185,220,40700,262,262,282,,
20KG,132,220,29040,33,33,282,,
20KG,178,220,39160,38,38,282,,
20KG,27,110,5940,510,143,282,,
10KG,155,110,17050,6,6,283,3/15/2025,17050
10KG,42,110,4620,266,385,283,3/15/2025,4620
10KG,26,110,2860,174,193,283,3/15/2025,2860
10KG,54,110,5940,420,337,283,3/15/2025,5940
10KG,108,110,11880,20,20,283,3/15/2025,11880
10KG,50,110,5500,87,87,283,3/15/2025,5500
10KG,81,110,8910,70,70,283,,
10KG,135,110,14850,533,78,283,3/15/2025,14850
10KG,48,110,5280,151,151,283,3/15/2025,5280
10KG,131,110,14410,198,198,283,,
10KG,2,110,220,198,198,283,,
10KG,75,110,8250,285,285,283,3/24/2025,8250
10KG,75,110,8250,136,136,283,3/15/2025,8250
10KG,18,110,1980,5,5,283,3/15/2025,1980
10KG,127,110,13970,73,249,283,3/15/2025,13970
10KG,2,110,220,37,37,283,3/15/2025,220
10KG,82,110,9020,62,232,283,3/19/2025,9020
10KG,107,110,11770,30,30,283,,
10KG,30,110,3300,343,343,283,3/15/2025,3300
10KG,110,110,12100,99,99,283,3/15/2025,12100
10KG,30,110,3300,388,388,283,3/15/2025,3300
10KG,52,110,5720,43,43,283,3/15/2025,5720
10KG,85,110,9350,7,230,283,3/15/2025,9350
10KG,189,110,20790,7,220,283,3/15/2025,20790
10KG,273,110,30030,21,123,283,3/15/2025,30030
10KG,4,110,440,9,9,283,3/19/2025,440
10KG,121,220,13310,28,263,283,3/15/2025,13310
20KG,58,220,12760,47,47,283,3/15/2025,12760
20KG,126,110,27720,5,5,283,3/15/2025,27720
10KG,62,110,6820,12,12,284,,
10KG,43,110,4730,397,397,284,3/10/2025,4730
10KG,121,110,13310,39,140,284,3/10/2025,13310
10KG,73,110,8030,90,90,284,3/10/2025,8030
10KG,80,110,8800,398,398,284,3/10/2025,8800
10KG,20,110,2200,240,240,284,3/10/2025,2200
10KG,70,110,7700,30,30,284,,
10KG,41,110,4510,99,99,284,3/10/2025,4510
10KG,72,110,7920,533,78,284,3/10/2025,7920
10KG,43,110,4730,174,193,284,3/10/2025,4730
10KG,185,110,20350,198,198,284,,
10KG,50,110,5500,277,74,284,,
10KG,45,110,4950,200,74,284,3/10/2025,4950
10KG,88,110,9680,73,249,284,4/4/2025,9680
10KG,1,110,110,200,200,284,3/10/2025,110
10KG,3,110,330,68,68,284,3/10/2025,330
10KG,42,110,4620,250,250,284,3/10/2025,4620
10KG,12,110,1320,29,29,284,,
10KG,29,110,3190,343,343,284,3/10/2025,3190
10KG,20,110,2200,55,55,284,3/10/2025,2200
10KG,19,110,2090,197,197,284,3/10/2025,2090
10KG,34,110,3740,82,82,284,3/10/2025,3740
10KG,34,110,3740,235,235,284,3/10/2025,3740
10KG,325,110,35750,51,178,284,3/13/2025,35750
10KG,256,110,28160,51,178,284,3/13/2025,28160
10KG,121,110,13310,139,191,284,3/10/2025,13310
10KG,136,110,14960,158,158,284,3/10/2025,14960
10KG,216,110,23760,236,236,284,,
10KG,64,110,7040,332,332,284,3/10/2025,7040
10KG,120,110,13200,529,166,284,,
10KG,83,110,9130,1,76,284,3/10/2025,9130
10KG,26,110,2860,1,95,284,3/10/2025,2860
10KG,16,110,1760,281,281,284,4/16/2025,1760
10KG,94,220,10340,124,396,284,3/10/2025,10340
20KG,416,220,91520,17,17,285,,
20KG,42,220,9240,1,271,285,,
20KG,178,220,39160,37,37,285,,
20KG,43,220,9460,102,102,285,3/8/2025,9460
20KG,182,220,40040,2,2,285,,
20KG,145,220,31900,20,140,285,,
20KG,106,220,23320,7,7,285,3/24/2025,23320
20KG,136,220,29920,132,132,286,,
20KG,21,220,4620,132,132,286,,
20KG,118,220,25960,255,255,286,,
20KG,60,220,13200,129,129,286,,
20KG,630,220,138600,14,14,286,,
20KG,311,220,68420,15,15,286,,
20KG,514,220,113080,12,12,287,,
20KG,115,220,25300,1,95,287,,
20KG,382,220,84040,1,76,287,,
20KG,183,220,40260,20,158,287,,
20KG,611,220,134420,6,6,288,3/5/2025,134420
20KG,264,220,58080,5,5,288,2/20/2025,58080
20KG,334,220,73480,35,35,288,3/7/2025,73480
20KG,51,220,11220,43,43,288,2/26/2025,11220
20KG,802,220,176440,29,29,289,,
20KG,163,220,35860,179,179,289,,
20KG,161,220,35420,33,33,289,,
20KG,156,220,34320,270,270,289,,
20KG,637,220,140140,36,36,290,,
20KG,204,220,44880,9,9,290,4/7/2025,44880
20KG,282,220,62040,323,323,290,,
20KG,593,220,130460,23,23,291,3/27/2025,130460
20KG,420,220,92400,53,16,291,2/24/2025,92400
20KG,151,220,33220,566,359,291,,
20KG,65,220,14300,523,399,291,,
20KG,623,220,137060,25,75,292,,
20KG,191,220,42020,32,4,292,,
20KG,50,220,11000,270,270,292,,
20KG,92,220,20240,523,400,292,,
20KG,200,220,44000,23,23,292,,
20KG,583,220,128260,29,29,293,,
20KG,344,220,75680,10,10,293,,
20KG,70,220,15400,262,262,293,,
20KG,63,220,13860,255,255,293,,
20KG,30,220,6600,510,143,293,,
20KG,29,220,6380,129,129,293,,
20KG,387,220,85140,6,6,294,3/5/2025,85140
20KG,224,220,49280,35,35,294,3/11/2025,49280
20KG,150,220,33000,5,5,294,3/3/2025,33000
20KG,91,220,20020,43,43,294,2/26/2025,20020
20KG,84,220,18480,6,6,294,3/5/2025,18480
20KG,40,220,8800,102,102,294,3/8/2025,8800
20KG,51,220,11220,96,96,294,,
20KG,40,220,8800,400,25,294,,
20KG,104,220,22880,20,140,294,,
20KG,426,220,93720,15,15,295,,
20KG,216,220,47520,17,17,295,,
20KG,429,220,94380,36,36,295,,
20KG,142,110,31240,33,33,295,,
10KG,50,110,5500,54,54,296,3/10/2025,5500
10KG,99,110,10890,54,379,296,3/10/2025,10890
10KG,25,110,2750,63,63,296,3/8/2025,2750
10KG,99,110,10890,21,126,296,3/8/2025,10890
10KG,98,110,10780,39,364,296,3/18/2025,10780
10KG,72,110,7920,90,90,296,3/8/2025,7920
10KG,33,110,3630,13,13,296,4/4/2025,3630
10KG,129,110,14190,40,40,296,3/28/2025,14190
10KG,65,110,7150,457,354,296,3/24/2025,7150
10KG,150,110,16500,43,43,296,3/8/2025,16500
10KG,194,110,21340,67,67,296,3/10/2025,21340
10KG,56,110,6160,285,285,296,3/8/2025,6160
10KG,57,110,6270,136,136,296,3/13/2025,6270
10KG,94,110,10340,73,249,296,3/8/2025,10340
10KG,30,110,3300,250,250,296,3/8/2025,3300
10KG,131,110,14410,213,401,296,4/29/2025,14410
10KG,161,110,17710,412,155,296,5/1/2025,17710
10KG,52,110,5720,11,11,296,,
10KG,51,110,5610,473,402,296,3/8/2025,5610
10KG,153,110,16830,5,5,296,3/8/2025,16830
10KG,102,110,11220,33,33,296,,
10KG,65,110,7150,6,242,296,3/12/2025,7150
10KG,65,220,7150,239,239,296,3/8/2025,7150
20KG,124,220,27280,5,5,296,3/8/2025,27280
20KG,62,110,13640,47,47,296,3/8/2025,13640
10KG,87,110,9570,51,178,297,3/5/2025,9570
10KG,125,110,13750,281,281,297,4/16/2025,13750
10KG,187,110,20570,237,237,297,3/5/2025,20570
10KG,136,110,14960,26,26,297,3/5/2025,14960
10KG,84,110,9240,11,11,297,,
10KG,92,110,10120,39,39,297,3/18/2025,10120
10KG,103,110,11330,235,235,297,3/5/2025,11330
10KG,52,110,5720,82,82,297,3/5/2025,5720
10KG,27,110,2970,1,1,297,3/5/2025,2970
10KG,103,110,11330,236,236,297,3/8/2025,11330
10KG,96,110,10560,11,11,297,,
10KG,92,110,10120,39,403,297,3/18/2025,10120
10KG,164,110,18040,526,130,297,3/5/2025,18040
10KG,304,110,33440,55,55,297,3/5/2025,33440
10KG,186,110,20460,56,56,297,3/5/2025,20460
10KG,51,110,5610,139,191,297,3/5/2025,5610
10KG,168,110,18480,262,404,297,2/27/2025,18480
10KG,150,110,16500,395,404,297,,
10KG,152,220,16720,340,404,297,,
20KG,522,220,114840,12,12,298,,
20KG,117,220,25740,20,112,298,,
20KG,121,220,26620,1,95,298,,
20KG,133,220,29260,1,76,298,,
20KG,151,220,33220,53,16,298,2/24/2025,33220
20KG,260,220,57200,1,76,298,,
20KG,428,220,94160,573,75,299,,
20KG,484,220,106480,23,23,299,3/27/2025,106480
20KG,132,220,29040,53,16,299,2/24/2025,29040
20KG,63,110,13860,270,270,299,,
10KG,68,220,7480,23,23,299,2/17/2025,7480
20KG,470,220,103400,37,37,300,,
20KG,171,220,37620,521,2,300,,
20KG,146,220,32120,132,132,300,,
20KG,50,220,11000,132,132,300,,
20KG,177,220,38940,29,29,300,,
20KG,38,220,8360,510,143,300,,
20KG,92,220,20240,179,179,300,,
20KG,51,220,11220,574,405,300,,
20KG,203,220,44660,49,49,301,,
20KG,126,220,27720,61,281,301,4/16/2025,27720
20KG,175,220,38500,61,61,301,4/16/2025,38500
20KG,263,220,57860,22,22,301,,
20KG,113,220,24860,9,9,301,4/7/2025,24860
20KG,117,220,25740,64,56,301,3/8/2025,25740
20KG,101,110,22220,1,76,301,,
10KG,172,110,18920,6,6,302,3/8/2025,18920
10KG,152,110,16720,43,43,302,3/8/2025,16720
10KG,55,110,6050,43,184,302,3/8/2025,6050
10KG,57,110,6270,89,89,302,3/8/2025,6270
10KG,80,110,8800,39,140,302,3/13/2025,8800
10KG,35,110,3850,106,106,302,5/2/2025,3850
10KG,34,110,3740,217,217,302,5/2/2025,3740
10KG,25,110,2750,63,167,302,3/8/2025,2750
10KG,50,110,5500,63,328,302,3/8/2025,5500
10KG,72,110,7920,90,90,302,3/8/2025,7920
10KG,39,110,4290,258,258,302,3/8/2025,4290
10KG,73,110,8030,397,397,302,3/8/2025,8030
10KG,60,110,6600,156,80,302,3/8/2025,6600
10KG,59,110,6490,189,406,302,2/27/2025,6490
10KG,61,110,6710,39,364,302,3/13/2025,6710
10KG,120,110,13200,7,230,302,3/13/2025,13200
10KG,52,110,5720,202,202,302,3/8/2025,5720
10KG,117,110,12870,35,35,302,3/8/2025,12870
10KG,51,110,5610,189,189,302,3/8/2025,5610
10KG,135,110,14850,83,83,302,3/8/2025,14850
10KG,61,110,6710,156,80,302,3/8/2025,6710
10KG,63,110,6930,83,243,302,3/8/2025,6930
10KG,65,110,7150,62,232,302,3/19/2025,7150
10KG,24,110,2640,24,24,302,3/8/2025,2640
10KG,2,110,220,208,208,302,3/8/2025,220
10KG,116,110,12760,42,42,302,3/11/2025,12760
10KG,38,110,4180,217,217,302,5/2/2025,4180
10KG,83,110,9130,106,106,302,5/2/2025,9130
10KG,355,110,39050,21,123,302,3/8/2025,39050
10KG,61,110,6710,12,12,302,,
10KG,100,110,11000,11,11,302,,
10KG,87,110,9570,152,152,302,3/6/2025,9570
10KG,163,110,17930,7,220,302,3/13/2025,17930
10KG,1,110,110,7,7,302,3/13/2025,110
10KG,290,110,31900,6,6,303,3/11/2025,31900
10KG,212,110,23320,42,42,303,3/13/2025,23320
10KG,35,110,3850,258,258,303,3/11/2025,3850
10KG,57,110,6270,67,67,303,3/11/2025,6270
10KG,61,110,6710,12,12,303,,
10KG,97,110,10670,39,140,303,,
10KG,25,110,2750,575,371,303,3/5/2025,2750
10KG,50,110,5500,62,232,303,3/11/2025,5500
10KG,50,110,5500,39,69,303,,
10KG,66,110,7260,106,106,303,5/2/2025,7260
10KG,67,110,7370,217,217,303,5/2/2025,7370
10KG,70,110,7700,397,397,303,3/11/2025,7700
10KG,90,110,9900,90,90,303,3/11/2025,9900
10KG,91,110,10010,21,123,303,3/11/2025,10010
10KG,90,110,9900,39,364,303,,
10KG,94,110,10340,7,220,303,3/11/2025,10340
10KG,13,110,1430,9,9,303,3/19/2025,1430
10KG,31,110,3410,43,43,303,3/11/2025,3410
10KG,178,110,19580,21,123,303,3/11/2025,19580
10KG,177,110,19470,26,26,303,3/11/2025,19470
10KG,59,110,6490,63,63,303,3/11/2025,6490
10KG,59,110,6490,54,54,303,3/11/2025,6490
10KG,59,110,6490,54,54,303,3/11/2025,6490
10KG,189,110,20790,11,11,303,,
10KG,131,110,14410,83,83,303,3/11/2025,14410
10KG,61,110,6710,83,187,303,3/11/2025,6710
10KG,1,220,110,21,123,303,3/11/2025,110
20KG,45,220,9900,47,47,303,3/11/2025,9900
20KG,526,220,115720,15,15,304,,
20KG,304,220,66880,61,61,304,4/16/2025,66880
20KG,408,220,89760,14,14,304,,
20KG,223,220,49060,29,29,305,,
20KG,89,220,19580,38,38,305,,
20KG,168,220,36960,15,15,305,,
20KG,35,220,7700,10,10,305,,
20KG,70,220,15400,255,255,305,,
20KG,54,220,11880,179,179,305,,
20KG,33,220,7260,20,407,305,,
20KG,229,220,50380,64,9,305,4/7/2025,50380
20KG,37,220,8140,255,255,305,,
20KG,60,220,13200,20,96,305,,
20KG,119,220,26180,262,262,305,,
20KG,64,220,14080,132,132,305,,
20KG,514,220,113080,12,12,306,,
20KG,284,220,62480,6,6,306,2/24/2025,62480
20KG,68,220,14960,35,35,306,3/7/2025,14960
20KG,229,220,50380,2,2,306,,
20KG,50,220,11000,37,37,306,,
20KG,49,110,10780,88,88,306,,
10KG,27,110,2970,87,87,307,3/19/2025,2970
10KG,33,110,3630,70,70,307,3/19/2025,3630
10KG,102,110,11220,34,34,307,,
10KG,66,110,7260,533,78,307,3/19/2025,7260
10KG,126,110,13860,30,30,307,,
10KG,60,110,6600,99,99,307,3/21/2025,6600
10KG,31,110,3410,224,224,307,3/19/2025,3410
10KG,31,110,3410,284,284,307,3/19/2025,3410
10KG,44,110,4840,420,337,307,3/19/2025,4840
10KG,88,110,9680,20,20,307,3/19/2025,9680
10KG,13,110,1430,33,33,307,,
10KG,42,110,4620,151,151,307,3/19/2025,4620
10KG,30,110,3300,63,63,307,3/19/2025,3300
10KG,133,110,14630,6,6,307,3/19/2025,14630
10KG,103,110,11330,28,263,307,3/19/2025,11330
10KG,46,110,5060,235,235,307,3/19/2025,5060
10KG,45,110,4950,82,82,307,3/19/2025,4950
10KG,101,110,11110,55,55,307,3/19/2025,11110
10KG,99,110,10890,197,197,307,3/19/2025,10890
10KG,31,110,3410,332,332,307,3/19/2025,3410
10KG,67,110,7370,1,1,307,3/19/2025,7370
10KG,32,110,3520,303,303,307,3/19/2025,3520
10KG,125,110,13750,39,403,307,3/19/2025,13750
10KG,153,110,16830,7,7,307,3/19/2025,16830
10KG,153,110,16830,281,281,307,4/16/2025,16830
10KG,29,110,3190,1,1,307,3/19/2025,3190
10KG,133,110,14630,395,395,307,3/19/2025,14630
10KG,186,110,20460,59,408,307,2/27/2025,20460
10KG,60,110,6600,409,409,307,3/19/2025,6600
10KG,270,110,29700,51,178,307,3/19/2025,29700
10KG,4,110,440,1,1,307,3/19/2025,440
10KG,12,110,1320,198,198,307,,
10KG,104,110,11440,533,78,308,3/24/2025,11440
10KG,102,110,11220,34,34,308,,
10KG,61,110,6710,28,263,308,,
10KG,35,110,3850,225,225,308,4/11/2025,3850
10KG,64,110,7040,239,239,308,3/13/2025,7040
10KG,102,110,11220,21,241,308,3/13/2025,11220
10KG,41,110,4510,29,29,308,,
10KG,34,110,3740,198,198,308,,
10KG,92,110,10120,367,410,308,3/13/2025,10120
10KG,116,110,12760,30,30,308,,
10KG,27,110,2970,99,99,308,3/13/2025,2970
10KG,118,110,12980,26,26,308,3/13/2025,12980
10KG,128,110,14080,7,7,308,3/13/2025,14080
10KG,88,110,9680,529,411,308,,
10KG,62,110,6820,526,130,308,3/13/2025,6820
10KG,534,110,58740,51,178,308,3/13/2025,58740
10KG,106,110,11660,340,340,308,3/13/2025,11660
10KG,11,110,1210,1,76,308,3/13/2025,1210
10KG,29,110,3190,174,193,308,4/21/2025,3190
10KG,90,220,9900,39,39,308,3/13/2025,9900
20KG,118,220,25960,237,237,308,3/13/2025,25960
20KG,315,220,69300,6,6,309,2/24/2025,69300
20KG,271,220,59620,35,35,309,3/11/2025,59620
20KG,194,220,42680,5,5,309,3/3/2025,42680
20KG,101,220,22220,37,37,309,,
20KG,74,220,16280,400,25,309,,
20KG,102,220,22440,20,140,309,,
20KG,100,110,22000,20,412,309,,
10KG,180,110,19800,123,123,310,,
10KG,54,110,5940,281,281,310,4/16/2025,5940
10KG,61,110,6710,82,82,310,,
10KG,121,110,13310,235,235,310,,
10KG,489,110,53790,51,178,310,,
10KG,67,110,7370,124,396,310,,
10KG,46,110,5060,473,402,310,,
10KG,13,110,1430,9,9,310,5/7/2025,1430
10KG,26,110,2860,213,213,310,4/29/2025,2860
10KG,26,110,2860,194,194,310,,
10KG,27,110,2970,266,385,310,4/14/2025,2970
10KG,79,110,8690,20,20,310,,
10KG,41,110,4510,27,27,310,4/10/2025,4510
10KG,41,110,4510,311,311,310,,
10KG,96,110,10560,239,239,310,4/10/2025,10560
10KG,237,110,26070,33,33,310,,
10KG,217,110,23870,56,56,310,,
10KG,57,110,6270,413,413,310,,
10KG,56,110,6160,414,414,310,,
10KG,56,110,6160,250,250,310,,
10KG,56,110,6160,189,189,310,,
10KG,39,110,4290,198,198,310,,
10KG,16,110,1760,29,29,310,,
10KG,120,110,13200,240,368,310,,
10KG,34,110,3740,6,242,310,5/16/2025,3740
10KG,98,110,10780,99,99,310,4/9/2025,10780
10KG,38,110,4180,284,284,310,,
10KG,241,110,26510,30,30,310,,
10KG,28,110,3080,224,224,310,,
10KG,29,110,3190,88,88,310,4/21/2025,3190
10KG,275,110,30250,6,6,311,3/13/2025,30250
10KG,61,110,6710,83,83,311,3/13/2025,6710
10KG,39,110,4290,457,354,311,,
10KG,80,110,8800,40,40,311,3/17/2025,8800
10KG,51,110,5610,12,12,311,,
10KG,94,110,10340,397,397,311,3/17/2025,10340
10KG,101,110,11110,42,42,311,3/15/2025,11110
10KG,42,110,4620,43,43,311,3/13/2025,4620
10KG,41,110,4510,213,213,311,3/13/2025,4510
10KG,90,110,9900,62,232,311,3/13/2025,9900
10KG,91,110,10010,39,69,311,,
10KG,101,110,11110,1,415,311,3/13/2025,11110
10KG,149,110,16390,21,123,311,,
10KG,2,110,220,29,29,311,3/13/2025,220
10KG,138,110,15180,11,11,311,,
10KG,73,110,8030,152,152,311,3/13/2025,8030
10KG,41,110,4510,156,80,311,4/24/2025,4510
10KG,40,110,4400,83,187,311,3/13/2025,4400
10KG,200,110,22000,5,5,311,3/13/2025,22000
10KG,226,110,24860,24,24,311,3/13/2025,24860
10KG,93,110,10230,24,24,311,3/13/2025,10230
10KG,60,110,6600,136,136,311,3/20/2025,6600
10KG,61,110,6710,285,285,311,3/13/2025,6710
10KG,96,110,10560,73,249,311,3/13/2025,10560
10KG,1,110,110,54,54,311,3/13/2025,110
10KG,113,110,12430,7,126,311,3/13/2025,12430
10KG,113,110,12430,21,123,311,,
10KG,57,110,6270,90,90,311,3/13/2025,6270
10KG,56,110,6160,54,54,311,3/13/2025,6160
10KG,31,220,3410,416,416,311,3/13/2025,3410
20KG,51,220,11220,47,47,311,3/13/2025,11220
20KG,465,220,102300,29,29,312,,
20KG,343,220,75460,36,36,312,,
20KG,158,220,34760,33,33,312,,
20KG,248,220,54560,29,29,312,,
20KG,581,220,127820,61,417,313,4/16/2025,127820
20KG,322,220,70840,32,159,313,,
20KG,207,220,45540,17,17,313,,
20KG,93,220,20460,1,95,313,,
20KG,448,220,98560,12,12,314,,
20KG,350,220,77000,12,12,314,,
20KG,73,220,16060,7,7,314,3/24/2025,16060
20KG,443,220,97460,37,37,314,,
20KG,164,220,36080,32,4,315,,
20KG,168,220,36960,1,76,315,,
20KG,155,220,34100,566,359,315,,
20KG,105,220,23100,523,121,315,,
20KG,145,220,31900,53,53,315,,
20KG,265,220,58300,53,16,315,2/26/2025,58300
20KG,233,220,51260,14,14,315,,
20KG,170,220,37400,32,159,316,,
20KG,148,220,32560,262,262,316,,
20KG,100,220,22000,179,179,316,,
20KG,446,220,98120,36,36,316,,
20KG,63,220,13860,129,129,316,,
20KG,63,220,13860,132,132,316,,
20KG,88,220,19360,1,95,316,,
20KG,96,220,21120,255,255,316,,
20KG,224,220,49280,61,417,317,4/16/2025,49280
20KG,154,220,33880,21,72,317,,
20KG,225,220,49500,23,23,317,3/13/2025,49500
20KG,376,220,82720,53,16,317,2/25/2025,82720
20KG,78,220,17160,270,270,317,,
20KG,80,220,17600,1,76,317,,
20KG,260,220,57200,6,6,318,2/27/2025,57200
20KG,191,220,42020,521,2,318,,
20KG,444,220,97680,35,35,318,3/11/2025,97680
20KG,116,220,25520,5,5,318,3/3/2025,25520
20KG,79,220,17380,1,76,318,,
20KG,31,220,6820,96,96,318,,
20KG,247,220,54340,15,15,319,,
20KG,200,220,44000,10,10,319,,
20KG,90,220,19800,132,132,319,,
20KG,31,220,6820,132,132,319,,
20KG,139,220,30580,1,271,319,,
20KG,44,220,9680,32,4,319,,
20KG,150,220,33000,9,9,319,3/19/2025,33000
20KG,63,220,13860,33,33,319,,
20KG,150,220,33000,10,10,319,,
20KG,57,220,12540,1,76,319,,
20KG,34,220,7480,510,143,319,,
20KG,606,220,133320,25,75,320,,
20KG,379,220,83380,14,14,320,,
20KG,230,110,50600,32,4,320,,
10KG,29,110,3190,403,403,321,3/19/2025,3190
10KG,53,110,5830,240,177,321,3/19/2025,5830
10KG,160,110,17600,21,123,321,3/19/2025,17600
10KG,72,110,7920,7,126,321,3/19/2025,7920
10KG,73,110,8030,83,83,321,3/19/2025,8030
10KG,109,110,11990,42,42,321,3/19/2025,11990
10KG,65,110,7150,90,90,321,3/19/2025,7150
10KG,65,110,7150,40,40,321,3/19/2025,7150
10KG,248,110,27280,6,6,321,3/19/2025,27280
10KG,108,110,11880,24,24,321,3/19/2025,11880
10KG,212,110,23320,43,43,321,3/19/2025,23320
10KG,71,110,7810,62,232,321,3/21/2025,7810
10KG,1,110,110,5,5,321,,
10KG,56,110,6160,43,184,321,3/19/2025,6160
10KG,161,110,17710,11,11,321,,
10KG,81,110,8910,152,152,321,4/21/2025,8910
10KG,80,110,8800,463,297,321,3/19/2025,8800
10KG,66,110,7260,35,35,321,3/19/2025,7260
10KG,177,110,19470,67,67,321,3/19/2025,19470
10KG,146,110,16060,27,27,321,3/19/2025,16060
10KG,63,110,6930,311,311,321,3/19/2025,6930
10KG,118,110,12980,198,198,321,,
10KG,20,110,2200,29,29,321,,
10KG,17,110,1870,1,1,321,3/19/2025,1870
10KG,80,110,8800,28,263,321,3/19/2025,8800
10KG,60,110,6600,413,413,321,3/19/2025,6600
10KG,51,110,5610,414,414,321,3/19/2025,5610
10KG,49,110,5390,250,250,321,3/19/2025,5390
10KG,24,110,2640,151,151,321,3/19/2025,2640
10KG,33,110,3630,398,398,322,3/8/2025,3630
10KG,52,110,5720,7,7,322,3/8/2025,5720
10KG,25,110,2750,284,284,322,3/8/2025,2750
10KG,26,110,2860,194,194,322,3/8/2025,2860
10KG,70,110,7700,20,252,322,3/8/2025,7700
10KG,35,110,3850,420,337,322,3/24/2025,3850
10KG,30,110,3300,266,385,322,3/8/2025,3300
10KG,30,110,3300,213,213,322,3/12/2025,3300
10KG,14,110,1540,174,193,322,3/18/2025,1540
10KG,87,110,9570,225,225,322,3/13/2025,9570
10KG,26,110,2860,473,402,322,3/8/2025,2860
10KG,321,110,35310,8,418,322,3/17/2025,35310
10KG,467,110,51370,51,178,322,3/8/2025,51370
10KG,231,110,25410,56,56,322,3/8/2025,25410
10KG,150,110,16500,26,26,322,3/8/2025,16500
10KG,121,110,13310,235,235,322,3/8/2025,13310
10KG,59,110,6490,82,82,322,3/8/2025,6490
10KG,96,110,10560,281,281,322,4/16/2025,10560
10KG,25,110,2750,332,332,322,3/8/2025,2750
10KG,94,110,10340,55,55,322,3/8/2025,10340
10KG,93,110,10230,197,197,322,3/8/2025,10230
10KG,82,110,9020,124,396,322,3/8/2025,9020
10KG,82,110,9020,526,130,322,3/8/2025,9020
10KG,16,110,1760,1,76,322,3/8/2025,1760
10KG,89,110,9790,11,11,322,,
10KG,192,220,21120,30,30,322,,
20KG,528,220,116160,61,61,323,4/16/2025,116160
20KG,476,220,104720,15,15,323,,
20KG,180,110,39600,14,14,323,,
10KG,136,110,14960,12,12,324,,
10KG,83,110,9130,24,24,324,3/20/2025,9130
10KG,62,110,6820,156,80,324,,
10KG,55,110,6050,83,187,324,3/22/2025,6050
10KG,78,110,8580,35,35,324,3/20/2025,8580
10KG,47,110,5170,67,67,324,3/24/2025,5170
10KG,148,110,16280,73,249,324,3/18/2025,16280
10KG,146,110,16060,6,6,324,3/26/2025,16060
10KG,52,110,5720,27,27,324,4/10/2025,5720
10KG,49,110,5390,311,311,324,3/21/2025,5390
10KG,36,110,3960,250,250,324,3/26/2025,3960
